정보원,일자,인용문
문재인대통령,2020-04-14,"위기 속에서 우리 경제의 기반이 더욱 튼튼해지고 신성장 동력을 확충하는 계기로 삼는다면 지금의 위기는 더 큰 도약을 위한 발판이 될 수 있을 것
코로나19가 우리가 사는 세상을 이전과 다른 세상으로 바꿔놓고 있다. 경제 구조와 삶의 방식 등 사회 경제적으로 거대한 변화가 나타나는 그야말로 격동의 시기
진정으로 두려워해야 하는 것은 두려움 자체가 아니라 두려움에 맞서는 용기와 희망을 잃는 것
포스트 코로나 시대를 제일 먼저 준비하고 맞이하는 대한민국을 만드는 일에 국민들께서 한마음이 되어주시길 바란다
경제적으로는 본격적인 위기가 시작되는 단계
세계 경제와 함께 우리 경제 역시 충격이 가시화되고 있다
실물경제와 금융시장, 생산과 소비, 국내와 국외 전방위적으로 밀려오는 전대미문의 충격에 대응하기 위해선 더한 각오와 정책적 결단이 필요하다
당장의 일자리를 지키기 위한 특단의 고용 정책과 기업을 살리기 위한 추가적인 대책도 준비해야 한다
상품과 서비스의 비대면 거래, 비대면 의료서비스, 재택근무, 원격교육, 배달 유통 등 디지털 기반의 비대면 산업을 적극적으로 육성해야 할 것
정부는 비대면 산업을 빅데이터, 인공지능 등 4차 산업혁명 기술과 결합한 기회의 산업으로 적극적으로 키워 나가겠다
진단키트를 발 빠르게 개발해 K-방역에서 K-바이오로 위상을 높여나가고 있듯이 백신과 치료제 개발에도 속도를 내 우리의 바이오 의약 수준을 한단계 높이는 계기로 삼아야 한다
신속한 집행을 위해 오늘 예타 면제를 의결하고, 총선이 끝나면 곧바로 추경안을 국회에 제출하겠다
국회에서 신속하게 심의 처리해 국민들께 힘을 드리는 유종의 미를 거두어 주시길 당부 드린다"
문재인대통령,2020-04-13,"5차 비상경제회의에서는 고용 문제를 의제로 다루겠다. 가장 주안점을 두어야 하는 것은 어렵더라도 기업들이 고용을 유지하도록 만드는 것
고용을 유지하는 기업들에 대해 할 수 있는 최대한의 지원책을 검토해 보다 과감하고 적극적인 대책을 강구해주기 바란다
힘들고 어려운 시기를 이겨내는 데 가장 큰 걱정이 고용 문제
경제위기 국면에서 정부는 일자리를 지키는 것에 정책적 역량을 집중하겠다"
문재인대통령,2020-04-09,"소득 하위 70％ 가구에 대해 가구당 100만원(4인 가구 기준)의 긴급재난지원금을 지급하겠다
일본의 경우, 2009년 금융 위기에 대응해 국민 1인당 1만200엔을 지급하는 '정액급부금' 정책을 내놨었으나 당시 소비자물가 상승률은 -1.6%에 그쳤다
스위스 국민들이 기본소득에 반대한 이유는 세금을 최소 두세 배 더 내야 하는 데다 현재의 사회복지제도 중 상당 부분은 사라져 버리기 때문
재원을 어떻게 마련할 것인지에 대한 논의가 충분히 뒷받침되어야 할 것
향후 재난 발생 상황뿐만 아니라 경제적 위기 상황 등에서도 다시 요구될 수 있는 정책
가장 고민해야 할 부분은 지속가능성 여부"
문재인대통령,2020-04-07,중산층을 포함한 소득 하위 70% 가구에 대해 4인 가구 기준으로 가구당 100만원의 긴급재난지원금을 지급하기로 결정했다
문재인대통령,2020-04-07,"신속하게 2차 추경안을 제출하고, 4월 총선 직후 국회에서 통과되면 5월 중순 전 지급되도록 최선을 다할 것
집권 여당이 표(票)퓰리즘을 자행하고 있다"
문재인대통령,2020-04-06,"최근 일일 신규 확진자가 90명 내외로 발생하고 대구 경북 지역이 확실한 진정세를 보이는 등 점차 안정을 찾아가고 있지만, 해외유입 환자가 계속 발생하고 있는 만큼 이에 대한 철저한 대응이 필요하다
지금은 코로나 19가 안정기로 들어서느냐, 다시 확산하느냐의 중대한 고비
강력한 사회적 거리두기의 철저한 이행 등 국민 모두의 자발적 협조가 어느 때 보다 절실하다
교통사고와 산업재해, 자살 등 모든 분야에서 전년 대비 사망자 수가 감소한 것은 국민과 정부가 함께 노력한 결과"
문재인대통령,2020-04-06,2018년 지방선거처럼 압승하는 것 아니냐
문재인대통령,2020-04-03,소득하위 70% 가구에 4인 기준 100만원 상당을 지급하겠다
문재인대통령,2020-04-03,"국민 모두가 어렵지만 지금 우리 사회에서 경제적으로 가장 궁지에 몰린 이웃, 당장 인공호흡기를 안 대면 숨이 넘어갈지도 모를 이웃부터 먼저 돕자
전투 중 부상수당을 다섯 배 올려주겠다
코로나 쓰나미와 100만원 쓰나미"
문재인대통령,2020-04-02,중산층을 포함한 소득 하위 70% 가구에 대해 4인 이상 가구 기준 100만원의 긴급재난지원금을 지급하기로 결정했다
문재인대통령,2020-04-02,"경제 위축으로 직접 타격을 받는 소상공인과 자영업자들이 쓰러지지 않도록 버팀목이 되는 역할에도 역점을 둬야 한다
(기금의) 구체적인 계획은 아직 세우지 않았고 빨리 준비하겠다"
문재인대통령,2020-03-31,"국민이 일상을 희생하며 위기 극복에 나서주신 것에 대해 응원이 필요하다고 여겼다
소비진작으로 경제를 살리는 데 협력할 것"
문재인대통령,2020-03-31,소득 하위 70% 가구에 대해 4인 가구 기준으로 가구당 100만원의 긴급재난지원금을 지급하기로 결정했다
문재인대통령,2020-03-31,"신속하게 2차 추경안을 제출하고, 4월 총선 직후 국회에서 통과되면 5월 중순 전 지급되도록 최선을 다할 것"
문재인대통령,2020-03-30,정부는 지자체(지방자치단체)와 협력해 중산층을 포함한 소득하위 70% 가구에 대해 4인가구 기준으로 가구당 100만원의 긴급재난지원금을 지급하기로 결정했다
문재인대통령,2020-03-30,"긴급재난지원금은 신속한 지급이 무엇보다 중요하므로, 신속하게 2차 추경(추가경정예산)안을 제출하고, 총선 직후 4월 중으로 국회에서 처리되도록 할 계획
또한 재정여력 비축과 신속한 여야 합의를 위해 재원 대부분을 뼈를 깎는 정부 예산 구조조정으로 마련하겠다
쉽지 않은 결정이었고, 많은 회의와 토론을 거쳤다
코로나19로 인해 모든 국민이 고통 받았고, 모든 국민이 함께 방역에 참여했다. 모든 국민이 고통과 노력에 대해 보상 받을 자격이 있다
재정 운영에 큰 부담을 안으면서 결단을 내리게 된 것은 어려운 국민들의 생계를 지원하고 방역의 주체로서 일상 활동을 희생하며, 위기극복에 함께 나서주신 것에 대해 위로와 응원이 필요하다고 여겼기 때문
정부로서는 끝을 알 수 없는 경제 충격에 대비하고, 고용 불안과 기업의 유동성 위기에 신속하게 대처하기 위해 재정 여력을 최대한 비축할 필요가 있다
경제적으로 좀 더 견딜 수 있는 분들은 보다 소득이 적은 분들을 널리 이해하고 양보해주실 것을 당부 드린다
이번 조치가 어려움을 이겨나가는 국민들께 힘과 위로가 되길 빈다"
문재인대통령,2020-03-30,"국민들이 일상활동을 희생하며 위기극복에 함께 나서주신 것에 대해 위로와 응원이 필요하다고 여겼다
코로나19가 진정되는 시기에 맞춰 소비진작으로 우리 경제를 살리는 데도 협력할 것"
문재인대통령,2020-03-30,공정을 지향하는 시민들께 많은 상처를 줬다
문재인대통령,2020-03-30,"오늘 3차 회의에서 결정한 긴급재난지원금이 신속히 집행되도록 정부는 앞으로 뼈를 깎는 세출 구조조정을 통해 2차 추경안을 조속히 마련해야 한다
경제 위기 극복의 핵심은 고용과 일자리
100만원의 긴급재난지원금 외에 지자체가 일자리를 자체적으로 늘리기 위한 고용사업을 더 강화했으면 한다
사각지대는 끊임없이 존재한다. 특수고용직 노동자만 해도 전통적 특수고용직의 범주로 파악하는 노동자 외에 플랫폼 노동자 같은 새로운 형태의 노동자가 있다
새로운 정책의 대상에 편입되어야 할 국민들인 만큼 노동부는 이분들을 최대한 망라할 수 있도록 추가로 사각지대를 파악하기 위해 노력해 달라"
문재인대통령,2020-03-30,가구당 100만원의 긴급재난지원금을 지급하겠다
문재인대통령,2020-03-30,정부는 4월 총선 직후 국회에서 추경안이 통과된다면 5월 중순 전후로 긴급지원금이 실제 국민들에게 지원되도록 최선을 다하겠다
문재인대통령,2020-03-30,"정부는 긴급재난지원금이 신속히 집행되도록 뼈를 깎을 세출 구조조정을 통해 2차 추경안을 조속히 마련해야 한다
경제 위기 극복의 핵심은 고용과 일자리
긴급재난 지원금 100만원 외에 지자체 일자리를 늘리기 위해 고용과 산업강화를 했으면 좋겠다
사각지대가 끊임없이 존재한다
특수고용직 범주를 파악하고 새로운 형태의 노동자 등 사각지대를 파악하라
정부가 앞장서서 반드시 코로나 위기를 극복해 낼 것"
문재인대통령,2020-03-30,국무총리실을 중심으로 관계부처는 물론 민간 전문가까지 참여하는 태스크포스(TF)를 구성해 종합적인 디지털 성범죄 근절대책을 마련해달라
문재인대통령,2020-03-30,"다시는 유사한 사건으로 국민들이 고통받지 않아야 한다
정부는 디지털 성범죄를 근절해 달라는 국민적 요구를 무겁게 받아들여 가해자에 대한 철저한 수사 및 피해자 지원에 소홀함이 없도록 해 달라
4월 1일 0시부터 시행되는 '모든 입국자 대상 14일간 의무적 격리조치'가 현장에서 효과를 발휘하기 위해서는 엄격한 격리 수칙 준수가 필수적
이를 위한 실효적 방안을 강구해 달라
확진자 증가세가 둔화하고 있고 총 완치자 수가 치료중인 환자 수를 앞서는 등 상황이 점차 안정을 찾아가고 있다
해외 유입, 산발적 집단 감염 위험이 여전한 만큼 방역에 빈틈이 없도록 내각이 긴장의 끈을 놓지 말라"
문재인대통령,2020-03-30,"4월 총선 직후 국회에서 추가경정예산(추경)안이 통과되면, 5월 중순 전후로 실제 지급될 수 있도록 최선을 다할 것"
문재인대통령,2020-03-30,"긴급재난지원금이 신속히 집행되도록 정부는 뼈를 깎는 세출 구조조정을 통해 2차 추경을 조속히 해야 한다
1, 2차 비상경제회의에서 언론 국민의 예상을 넘어서는 과감함이 있었다
코로나 방역 신뢰에 이어 경제 정책에 대한 신뢰로 이어져야 한다
경제위기 극복의 핵심은 고용과 일자리
긴급재난지원금 외에 지자체가 고용 사업을 강화하도록 하라
전통적 특수고용직 노동자 외에 플랫폼 노동자들 등 새로운 노동자들이 정책 대상에 편입돼야 하는 만큼 (이들을) 최대한 망라할 수 있도록 추가 사각 지대 파악에 노력해 달라"
문재인대통령,2020-03-30,정부는 지자체와 협력하여 중산층을 포함한 소득 하위 70% 가구에 대해 4인가구를 기준으로 가구당 100만원의 긴급재난지원금을 지급하기로 결정했다
문재인대통령,2020-03-30,"긴급재난지원금은 신속한 지급이 무엇보다 중요하다
신속하게 2차 추경안을 제출하고 총선 직후 4월 중으로 국회에서 처리되도록 할 계획"
문재인대통령,2020-03-30,"정부가 재정운영에 큰 부담을 안으면서 결단을 내리게 된 것은 어려운 국민들의 생계를 지원하고 방역의 주체로서 일상활동을 희생하며 위기극복에 함께 나서주신 것에 대해 위로와 응원이 필요하다고 여겼기 때문
재정여력 비축과 신속한 여야합의 위해 재원 대부분을 뼈를 깎는 정부예산 구조조정으로 마련하겠다. 국회의 협력을 당부드린다"
문재인대통령,2020-03-30,소득하위 70% 가구에 대해 4인 가구 기준으로 가구당 100만원의 긴급재난지원금을 지급하기로 결정했다
문재인대통령,2020-03-30,"정부가 재정 운영에 큰 부담을 안으면서 결단을 내리게 된 것은 어려운 국민들의 생계를 지원하고 방역의 주체로서 일상 활동을 희생하며 위기 극복에 함께 나서주신 것에 대해 위로와 응원이 필요하다고 여겼기 때문
모든 국민이 (우한코로나와 관련한) 고통과 노력에 대해 보상받을 자격이 있다
다만 정부로서는 재정여력을 최대한 비축할 필요가 있었다
경제적으로 좀 더 견딜 수 있는 분들은 보다 소득이 적은 분들을 위해 널리 이해하고 양보해주실 것을 당부드린다
어려움 속에서도 신뢰와 협력으로 재난을 이겨가고 있는 국민들께 한없는 존경과 감사를 드린다
정부의 이번 조치가 어려움을 이겨나가는 국민들께 힘과 위로가 되길 바란다
신속하게 2차 추경안을 제출하고, 총선 직후 4월 중으로 국회에서 처리되도록 할 계획
재원 대부분을 뼈를 깎는 정부예산 구조조정으로 마련하겠다"
